juris_id,ecozone,canfi_species,genus,species,variety,a,b,volm,count,rmse
BC,9,400,TSUG,SPP,,0.4661424132,0.9851724247,1390.6147969000001,1952,10.732122853
BC,9,402,TSUG,HET,,0.4661424132,0.9851724247,1390.6147969000001,1952,10.732122853
BC,9,403,TSUG,MER,,0.4661424132,0.9851724247,1390.6147969000001,1952,10.732122853
BC,9,404,TSUG,MER,HET,0.4661424132,0.9851724247,1390.6147969000001,1952,10.732122853
BC,9,500,PSEU,MEN,,0.6149554653,0.9444568081,1855.6885895,7492,7.9877749573000001
BC,9,500,PSEU,MEN,MEN,0.6149554653,0.9444568081,1855.6885895,7492,7.9877749573000001
BC,9,500,PSEU,MEN,GLA,0.6149554653,0.9444568081,1855.6885895,7492,7.9877749573000001
BC,9,500,PSEU,SPP,,0.6149554653,0.9444568081,1855.6885895,7492,7.9877749573000001
BC,9,600,LARI,SPP,,0.7389405759,0.8990368180,72.272418579999993,15,0.62014325100000001
BC,9,602,LARI,LAR,,0.7389405759,0.8990368180,72.272418579999993,15,0.62014325100000001
BC,9,603,LARI,OCC,,0.7389405759,0.8990368180,72.272418579999993,15,0.62014325100000001
BC,9,604,LARI,LYA,,0.7389405759,0.8990368180,72.272418579999993,15,0.62014325100000001
BC,9,700,THUJ,SPP,,0.7017626763,0.9011009862,2571.7093279000001,1904,19.961870962999999
BC,9,702,THUJ,PLI,,0.7017626763,0.9011009862,2571.7093279000001,1904,19.961870962999999
BC,9,901,TAXU,BRE,,0.7017626763,0.9011009862,2571.7093279000001,1904,19.961870962999999
BC,9,1100,GENC,SPP,,0.6755711703,0.9145318106,762.47661989000005,533,5.4799412072999996
BC,9,1200,POPU,SPP,,0.9492330567,0.8729564501,689.20102503999999,536,5.0689651954999997
BC,9,1201,POPU,TRE,,0.9492330567,0.8729564501,689.20102503999999,536,5.0689651954999997
BC,9,1203,POPU,BAL,,1.0114122729,0.8490417662,618.40425989000005,132,7.1280138901000001
BC,9,1203,POPU,BAL,BAL,1.0114122729,0.8490417662,618.40425989000005,132,7.1280138901000001
BC,9,1204,POPU,TRI,,1.0114122729,0.8490417662,618.40425989000005,132,7.1280138901000001
BC,9,1300,BETU,SPP,,1.6106575255,0.7860619477,226.24300731,17,4.7543925892000001
BC,9,1303,BETU,PAP,,1.6106575255,0.7860619477,226.24300731,17,4.7543925892000001
BC,9,1303,BETU,PAP,PAP,1.6106575255,0.7860619477,226.24300731,17,4.7543925892000001
BC,9,1305,BETU,ALA,,1.6106575255,0.7860619477,226.24300731,17,4.7543925892000001
BC,9,1305,BETU,NEO,,1.6106575255,0.7860619477,226.24300731,17,4.7543925892000001
BC,9,1308,BETU,PAP,NEO,1.6106575255,0.7860619477,226.24300731,17,4.7543925892000001
BC,9,1314,BETU,OCC,,1.6106575255,0.7860619477,226.24300731,17,4.7543925892000001
BC,9,1400,ACER,SPP,,0.5952445354,0.9594606368,1286.0246106,36,10.754055676
BC,9,1403,ACER,MAC,,0.5952445354,0.9594606368,1286.0246106,36,10.754055676
BC,9,1420,ACER,CIR,,0.5952445354,0.9594606368,1286.0246106,36,10.754055676
BC,9,1500,GENH,SPP,,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475000004
BC,9,1800,ALNU,SPP,,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475000004
BC,9,1802,ALNU,RUB,,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475000004
BC,9,2100,QUER,SPP,,0.5952445354,0.9594606368,1286.0246106,36,10.754055676
BC,9,2803,PRUN,EMA,,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475000004
BC,9,3930,MALU,COR,,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475000004
BC,9,3930,MALU,FUS,,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475000004
BC,9,3930,MALU,SPP,,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475000004
BC,12,100,PICE,SPP,,0.6091733790,0.9324841072,223.49250000000001,9,0.62612756540000003
BC,12,101,PICE,MAR,,0.7209756741,0.9150263393,172.75999999999999,16,2.5844464408999999
BC,12,104,PICE,ENG,,0.4334540239,0.9850917337,629.39250000000004,7,2.1608860284000002
BC,12,104,PICE,ENG,GLA,0.4334540239,0.9850917337,629.39250000000004,7,2.1608860284000002
BC,12,105,PICE,GLA,,0.5428580221,0.9522258823,663.54261911000003,1358,2.8350092868000001
BC,12,106,PICE,SIT,X,0.4586013794,0.9737134487,2605.2795371000002,309,27.406114476999999
BC,12,106,PICE,SIT,,0.4586013794,0.9737134487,2605.2795371000002,309,27.406114476999999
BC,12,111,PICE,LUT,X,0.5428580221,0.9522258823,663.54261911000003,1358,2.8350092868000001
BC,12,111,PICE,LUT,,0.5428580221,0.9522258823,663.54261911000003,1358,2.8350092868000001
BC,12,200,PINU,SPP,,0.6208925761,0.9461012942,686.41906881,1059,4.6624262675999999
BC,12,201,PINU,MON,,0.5889460758,0.9441856491,754.87387312999999,104,5.3382094602999999
BC,12,203,PINU,BAN,,0.6208925761,0.9461012942,686.41906881,1059,4.6624262675999999
BC,12,204,PINU,CON,,0.6208925761,0.9461012942,686.41906881,1059,4.6624262675999999
BC,12,204,PINU,CON,LAT,0.6208925761,0.9461012942,686.41906881,1059,4.6624262675999999
BC,12,206,PINU,ALB,,0.7547922756,0.8908998489,529.17971885999998,107,4.543292149
BC,12,208,PINU,PON,,0.6517911972,0.9443979668,831.22503028000006,273,4.6881197526999996
BC,12,213,PINU,FLE,,0.7547922756,0.8908998489,529.17971885999998,107,4.543292149
BC,12,300,ABIE,SPP,,0.5016172646,0.9545645911,475.65127586,289,2.2317975850999998
BC,12,301,ABIE,AMA,,0.5016172646,0.9545645911,475.65127586,289,2.2317975850999998
BC,12,302,ABIE,BAL,,0.5016172646,0.9545645911,475.65127586,289,2.2317975850999998
BC,12,303,ABIE,GRA,,0.5016172646,0.9545645911,475.65127586,289,2.2317975850999998
BC,12,304,ABIE,LAS,,0.5016172646,0.9545645911,475.65127586,289,2.2317975850999998
BC,12,308,ABIE,BIF,,0.5016172646,0.9545645911,475.65127586,289,2.2317975850999998
BC,12,400,TSUG,SPP,,0.4484195845,0.9858896130,3462.6745857999999,5497,24.272574894000002
BC,12,402,TSUG,HET,,0.4484195845,0.9858896130,3462.6745857999999,5497,24.272574894000002
BC,12,403,TSUG,MER,,0.6190548708,0.9550808652,1249.0312171,104,16.849504046
BC,12,404,TSUG,MER,HET,0.6190548708,0.9550808652,1249.0312171,104,16.849504046
BC,12,500,PSEU,MEN,,0.4977461423,0.9776560066,3057.8851583999999,2398,18.121296472000001
BC,12,500,PSEU,MEN,MEN,0.4977461423,0.9776560066,3057.8851583999999,2398,18.121296472000001
BC,12,500,PSEU,MEN,GLA,0.4977461423,0.9776560066,3057.8851583999999,2398,18.121296472000001
BC,12,500,PSEU,SPP,,0.4977461423,0.9776560066,3057.8851583999999,2398,18.121296472000001
BC,12,600,LARI,SPP,,0.7514377801,0.9119291308,795.06432588999996,633,6.5472419321000004
BC,12,602,LARI,LAR,,0.7514377801,0.9119291308,795.06432588999996,633,6.5472419321000004
BC,12,603,LARI,OCC,,0.7514377801,0.9119291308,795.06432588999996,633,6.5472419321000004
BC,12,604,LARI,LYA,,0.7514377801,0.9119291308,795.06432588999996,633,6.5472419321000004
BC,12,700,THUJ,SPP,,0.4499938931,0.9647328937,2434.1113986,2353,22.645558343000001
BC,12,702,THUJ,PLI,,0.4499938931,0.9647328937,2434.1113986,2353,22.645558343000001
BC,12,901,TAXU,BRE,,0.4499938931,0.9647328937,2434.1113986,2353,22.645558343000001
BC,12,1000,CHAM,SPP,,0.6550466112,0.9426657539,1591.0739639000001,299,19.492302217999999
BC,12,1001,CHAM,NOO,,0.6550466112,0.9426657539,1591.0739639000001,299,19.492302217999999
BC,12,1100,GENC,SPP,,0.5428580221,0.9522258823,663.54261911000003,1358,2.8350092868000001
BC,12,1200,POPU,SPP,,0.9561138400,0.8649482865,468.71108750000002,290,3.9740357794999999
BC,12,1201,POPU,TRE,,0.9561138400,0.8649482865,468.71108750000002,290,3.9740357794999999
BC,12,1203,POPU,BAL,,0.7360928429,0.9231119569,335.90564207,15,4.6670146913000004
BC,12,1203,POPU,BAL,BAL,0.7360928429,0.9231119569,335.90564207,15,4.6670146913000004
BC,12,1204,POPU,TRI,,0.7360928429,0.9231119569,335.90564207,15,4.6670146913000004
BC,12,1300,BETU,SPP,,0.2495639349,1.1497076594,313.08661895,10,14.487706230000001
BC,12,1303,BETU,PAP,PAP,0.2495639349,1.1497076594,313.08661895,10,14.487706230000001
BC,12,1303,BETU,PAP,,0.2495639349,1.1497076594,313.08661895,10,14.487706230000001
BC,12,1305,BETU,ALA,,0.2495639349,1.1497076594,313.08661895,10,14.487706230000001
BC,12,1305,BETU,NEO,,0.2495639349,1.1497076594,313.08661895,10,14.487706230000001
BC,12,1308,BETU,PAP,NEO,0.2495639349,1.1497076594,313.08661895,10,14.487706230000001
BC,12,1314,BETU,OCC,,0.2495639349,1.1497076594,313.08661895,10,14.487706230000001
BC,12,1400,ACER,SPP,,0.5952445354,0.9594606368,1286.0246106,36,10.754055676
BC,12,1403,ACER,MAC,,0.5952445354,0.9594606368,1286.0246106,36,10.754055676
BC,12,1420,ACER,CIR,,0.5952445354,0.9594606368,1286.0246106,36,10.754055676
BC,12,1500,GENH,SPP,,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475000004
BC,12,1800,ALNU,SPP,,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475000004
BC,12,1802,ALNU,RUB,,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475000004
BC,12,2100,QUER,SPP,,0.5952445354,0.9594606368,1286.0246106,36,10.754055676
BC,12,2803,PRUN,EMA,,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475000004
BC,12,3500,SALI,SPP,,0.8494557916,0.9064002536,187.50573097,7,10.561605889999999
BC,12,3930,MALU,COR,,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475000004
BC,12,3930,MALU,FUS,,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475000004
BC,12,3930,MALU,SPP,,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475000004
BC,13,100,PICE,SPP,,0.4586013794,0.9737134487,2605.2795371000002,309,27.406114476999999
BC,13,101,PICE,MAR,,0.7209756741,0.9150263393,172.75999999999999,16,2.5844464408999999
BC,13,104,PICE,ENG,,0.8486429497,0.8534945584,331.40710256,7,4.5893545168000003
BC,13,104,PICE,ENG,GLA,0.8486429497,0.8534945584,331.40710256,7,4.5893545168000003
BC,13,105,PICE,GLA,,0.4300060490,0.9843833732,2727.8035257000001,264,19.572767840000001
BC,13,106,PICE,SIT,,0.4586013794,0.9737134487,2605.2795371000002,309,27.406114476999999
BC,13,106,PICE,SIT,X,0.4586013794,0.9737134487,2605.2795371000002,309,27.406114476999999
BC,13,111,PICE,LUT,X,0.4300060490,0.9843833732,2727.8035257000001,264,19.572767840000001
BC,13,111,PICE,LUT,,0.4300060490,0.9843833732,2727.8035257000001,264,19.572767840000001
BC,13,200,PINU,SPP,,1.0325813297,0.8679516567,1265.7150611,241,7.5742987959999999
BC,13,201,PINU,MON,,0.5889460758,0.9441856491,754.87387312999999,104,5.3382094602999999
BC,13,203,PINU,BAN,,1.0325813297,0.8679516567,1265.7150611,241,7.5742987959999999
BC,13,204,PINU,CON,,1.0325813297,0.8679516567,1265.7150611,241,7.5742987959999999
BC,13,204,PINU,CON,LAT,1.0325813297,0.8679516567,1265.7150611,241,7.5742987959999999
BC,13,205,PINU,CON,CON,1.0325813297,0.8679516567,1265.7150611,241,7.5742987959999999
BC,13,206,PINU,ALB,,0.7547922756,0.8908998489,529.17971885999998,107,4.543292149
BC,13,208,PINU,PON,,0.6517911972,0.9443979668,831.22503028000006,273,4.6881197526999996
BC,13,213,PINU,FLE,,0.7547922756,0.8908998489,529.17971885999998,107,4.543292149
BC,13,300,ABIE,SPP,,0.5655890074,0.9160780689,2097.0636143000002,1215,28.524901258
BC,13,301,ABIE,AMA,,0.5655890074,0.9160780689,2097.0636143000002,1215,28.524901258
BC,13,302,ABIE,BAL,,0.5131590207,0.9437426195,852.11087626999995,48,10.30304821
BC,13,303,ABIE,GRA,,0.4332877903,0.9717664721,1577.2279504999999,11,5.4507544003000001
BC,13,304,ABIE,LAS,,0.5131590207,0.9437426195,852.11087626999995,48,10.30304821
BC,13,308,ABIE,BIF,,0.5131590207,0.9437426195,852.11087626999995,48,10.30304821
BC,13,400,TSUG,SPP,,0.4484195845,0.9858896130,3462.6745857999999,5497,24.272574894000002
BC,13,402,TSUG,HET,,0.4484195845,0.9858896130,3462.6745857999999,5497,24.272574894000002
BC,13,403,TSUG,MER,,0.6190548708,0.9550808652,1249.0312171,104,16.849504046
BC,13,404,TSUG,MER,HET,0.6190548708,0.9550808652,1249.0312171,104,16.849504046
BC,13,500,PSEU,MEN,,0.4977461423,0.9776560066,3057.8851583999999,2398,18.121296472000001
BC,13,500,PSEU,MEN,MEN,0.4977461423,0.9776560066,3057.8851583999999,2398,18.121296472000001
BC,13,500,PSEU,MEN,GLA,0.4977461423,0.9776560066,3057.8851583999999,2398,18.121296472000001
BC,13,500,PSEU,SPP,,0.4977461423,0.9776560066,3057.8851583999999,2398,18.121296472000001
BC,13,600,LARI,SPP,,0.7514377801,0.9119291308,795.06432588999996,633,6.5472419321000004
BC,13,602,LARI,LAR,,0.7514377801,0.9119291308,795.06432588999996,633,6.5472419321000004
BC,13,603,LARI,OCC,,0.7514377801,0.9119291308,795.06432588999996,633,6.5472419321000004
BC,13,604,LARI,LYA,,0.7514377801,0.9119291308,795.06432588999996,633,6.5472419321000004
BC,13,700,THUJ,SPP,,0.4499938931,0.9647328937,2434.1113986,2353,22.645558343000001
BC,13,702,THUJ,PLI,,0.4499938931,0.9647328937,2434.1113986,2353,22.645558343000001
BC,13,901,TAXU,BRE,,0.4499938931,0.9647328937,2434.1113986,2353,22.645558343000001
BC,13,1000,CHAM,SPP,,0.6550466112,0.9426657539,1591.0739639000001,299,19.492302217999999
BC,13,1001,CHAM,NOO,,0.6550466112,0.9426657539,1591.0739639000001,299,19.492302217999999
BC,13,1100,GENC,SPP,,0.4484195845,0.9858896130,3462.6745857999999,5497,24.272574894000002
BC,13,1200,POPU,SPP,,0.5565595827,0.9642174201,1725.5685811000001,137,10.650094866
BC,13,1201,POPU,TRE,,1.2239348913,0.8327578174,595.90337580999994,80,6.8115233531000001
BC,13,1203,POPU,BAL,,0.5565595827,0.9642174201,1725.5685811000001,137,10.650094866
BC,13,1203,POPU,BAL,BAL,0.5565595827,0.9642174201,1725.5685811000001,137,10.650094866
BC,13,1204,POPU,TRI,,0.5565595827,0.9642174201,1725.5685811000001,137,10.650094866
BC,13,1300,BETU,SPP,,1.1561419427,0.8678041073,382.79089205000002,49,9.9464508898999995
BC,13,1303,BETU,PAP,,1.1561419427,0.8678041073,382.79089205000002,49,9.9464508898999995
BC,13,1303,BETU,PAP,PAP,1.1561419427,0.8678041073,382.79089205000002,49,9.9464508898999995
BC,13,1305,BETU,ALA,,1.1561419427,0.8678041073,382.79089205000002,49,9.9464508898999995
BC,13,1305,BETU,NEO,,1.1561419427,0.8678041073,382.79089205000002,49,9.9464508898999995
BC,13,1308,BETU,PAP,NEO,1.1561419427,0.8678041073,382.79089205000002,49,9.9464508898999995
BC,13,1314,BETU,OCC,,1.1561419427,0.8678041073,382.79089205000002,49,9.9464508898999995
BC,13,1400,ACER,SPP,,0.5952445354,0.9594606368,1286.0246106,36,10.754055676
BC,13,1403,ACER,MAC,,0.5952445354,0.9594606368,1286.0246106,36,10.754055676
BC,13,1420,ACER,CIR,,0.5952445354,0.9594606368,1286.0246106,36,10.754055676
BC,13,1500,GENH,SPP,,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475000004
BC,13,1800,ALNU,SPP,,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475000004
BC,13,1802,ALNU,RUB,,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475000004
BC,13,2100,QUER,SPP,,0.5952445354,0.9594606368,1286.0246106,36,10.754055676
BC,13,2103,QUER,GAR,,1.1561419427,0.8678041073,382.79089205000002,49,9.9464508898999995
BC,13,2803,PRUN,EMA,,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475000004
BC,13,3300,ARBU,MEN,,1.1561419427,0.8678041073,382.79089205000002,49,9.9464508898999995
BC,13,3300,ARBU,SPP,,1.1561419427,0.8678041073,382.79089205000002,49,9.9464508898999995
BC,13,3500,SALI,SPP,,0.8494557916,0.9064002536,187.50573097,7,10.561605889999999
BC,13,3930,MALU,COR,,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475000004
BC,13,3930,MALU,FUS,,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475000004
BC,13,3930,MALU,SPP,,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475000004
BC,14,100,PICE,SPP,,0.6219889400,0.9270639188,871.84380139999996,293,6.5030617721999997
BC,14,101,PICE,MAR,,0.5707211433,0.9705661857,368.43715359999999,20,3.3447736288000001
BC,14,104,PICE,ENG,,0.3691909573,1.0100196244,974.47901941999999,823,8.2618396083000007
BC,14,104,PICE,ENG,GLA,0.3691909573,1.0100196244,974.47901941999999,823,8.2618396083000007
BC,14,105,PICE,GLA,,0.6346619591,0.9230301603,1105.8162774,6480,7.3515353018000003
BC,14,106,PICE,SIT,,0.4586013794,0.9737134487,2605.2795371000002,309,27.406114476999999
BC,14,106,PICE,SIT,X,0.4586013794,0.9737134487,2605.2795371000002,309,27.406114476999999
BC,14,111,PICE,LUT,X,0.6346619591,0.9230301603,1105.8162774,6480,7.3515353018000003
BC,14,111,PICE,LUT,,0.6346619591,0.9230301603,1105.8162774,6480,7.3515353018000003
BC,14,200,PINU,SPP,,0.8557829716,0.8935907088,1134.2587286,10701,7.2445468745000001
BC,14,201,PINU,MON,,0.5889460758,0.9441856491,754.87387312999999,104,5.3382094602999999
BC,14,203,PINU,BAN,,0.8557829716,0.8935907088,1134.2587286,10701,7.2445468745000001
BC,14,204,PINU,CON,,0.8557829716,0.8935907088,1134.2587286,10701,7.2445468745000001
BC,14,204,PINU,CON,LAT,0.8557829716,0.8935907088,1134.2587286,10701,7.2445468745000001
BC,14,206,PINU,ALB,,0.7547922756,0.8908998489,529.17971885999998,107,4.543292149
BC,14,208,PINU,PON,,0.6517911972,0.9443979668,831.22503028000006,273,4.6881197526999996
BC,14,213,PINU,FLE,,0.7547922756,0.8908998489,529.17971885999998,107,4.543292149
BC,14,300,ABIE,SPP,,0.5481455081,0.9365689945,1226.1797435000001,6125,6.2027363157000002
BC,14,301,ABIE,AMA,,0.5481455081,0.9365689945,1226.1797435000001,6125,6.2027363157000002
BC,14,302,ABIE,BAL,,0.5481455081,0.9365689945,1226.1797435000001,6125,6.2027363157000002
BC,14,303,ABIE,GRA,,0.5481455081,0.9365689945,1226.1797435000001,6125,6.2027363157000002
BC,14,304,ABIE,LAS,,0.5481455081,0.9365689945,1226.1797435000001,6125,6.2027363157000002
BC,14,308,ABIE,BIF,,0.5481455081,0.9365689945,1226.1797435000001,6125,6.2027363157000002
BC,14,400,TSUG,SPP,,0.4661424132,0.9851724247,1390.6147969000001,1952,10.732122853
BC,14,402,TSUG,HET,,0.4661424132,0.9851724247,1390.6147969000001,1952,10.732122853
BC,14,403,TSUG,MER,,0.7643932143,0.9229801344,1047.9683313999999,31,11.116514239000001
BC,14,404,TSUG,MER,HET,0.7643932143,0.9229801344,1047.9683313999999,31,11.116514239000001
BC,14,500,PSEU,MEN,,0.6149554653,0.9444568081,1855.6885895,7492,7.9877749573000001
BC,14,500,PSEU,MEN,MEN,0.6149554653,0.9444568081,1855.6885895,7492,7.9877749573000001
BC,14,500,PSEU,MEN,GLA,0.6149554653,0.9444568081,1855.6885895,7492,7.9877749573000001
BC,14,500,PSEU,SPP,,0.6149554653,0.9444568081,1855.6885895,7492,7.9877749573000001
BC,14,600,LARI,SPP,,0.7514377801,0.9119291308,795.06432588999996,633,6.5472419321000004
BC,14,602,LARI,LAR,,0.7514377801,0.9119291308,795.06432588999996,633,6.5472419321000004
BC,14,603,LARI,OCC,,0.7514377801,0.9119291308,795.06432588999996,633,6.5472419321000004
BC,14,604,LARI,LYA,,0.7514377801,0.9119291308,795.06432588999996,633,6.5472419321000004
BC,14,700,THUJ,SPP,,0.7017626763,0.9011009862,2571.7093279000001,1904,19.961870962999999
BC,14,702,THUJ,PLI,,0.7017626763,0.9011009862,2571.7093279000001,1904,19.961870962999999
BC,14,901,TAXU,BRE,,0.7017626763,0.9011009862,2571.7093279000001,1904,19.961870962999999
BC,14,1000,CHAM,SPP,,0.6550466112,0.9426657539,1591.0739639000001,299,19.492302217999999
BC,14,1001,CHAM,NOO,,0.6550466112,0.9426657539,1591.0739639000001,299,19.492302217999999
BC,14,1100,GENC,SPP,,0.6346619591,0.9230301603,1105.8162774,6480,7.3515353018000003
BC,14,1150,UNKN,SPP,,0.7127716691,0.9183961840,138.22118305000001,6,1.9207466369999999
BC,14,1200,POPU,SPP,,0.8025576711,0.9083133045,650.5206809,1044,4.7298670152
BC,14,1201,POPU,TRE,,0.8025576711,0.9083133045,650.5206809,1044,4.7298670152
BC,14,1203,POPU,BAL,,0.5130464524,0.9821240195,1197.3464506,143,9.2965385265999991
BC,14,1203,POPU,BAL,BAL,0.5130464524,0.9821240195,1197.3464506,143,9.2965385265999991
BC,14,1204,POPU,TRI,,0.5130464524,0.9821240195,1197.3464506,143,9.2965385265999991
BC,14,1300,BETU,SPP,,0.9187942963,0.9079213070,553.21248691000005,295,10.336318863000001
BC,14,1303,BETU,PAP,PAP,0.9187942963,0.9079213070,553.21248691000005,295,10.336318863000001
BC,14,1303,BETU,PAP,,0.9187942963,0.9079213070,553.21248691000005,295,10.336318863000001
BC,14,1305,BETU,ALA,,0.9187942963,0.9079213070,553.21248691000005,295,10.336318863000001
BC,14,1305,BETU,NEO,,0.9187942963,0.9079213070,553.21248691000005,295,10.336318863000001
BC,14,1308,BETU,PAP,NEO,0.9187942963,0.9079213070,553.21248691000005,295,10.336318863000001
BC,14,1314,BETU,OCC,,0.9187942963,0.9079213070,553.21248691000005,295,10.336318863000001
BC,14,1400,ACER,SPP,,0.5952445354,0.9594606368,1286.0246106,36,10.754055676
BC,14,1403,ACER,MAC,,0.5952445354,0.9594606368,1286.0246106,36,10.754055676
BC,14,1420,ACER,CIR,,0.5952445354,0.9594606368,1286.0246106,36,10.754055676
BC,14,1500,GENH,SPP,,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475000004
BC,14,1800,ALNU,SPP,,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475000004
BC,14,1802,ALNU,RUB,,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475000004
BC,14,2100,QUER,SPP,,0.5952445354,0.9594606368,1286.0246106,36,10.754055676
BC,14,2803,PRUN,EMA,,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475000004
BC,14,3500,SALI,SPP,,0.8494557916,0.9064002536,187.50573097,7,10.561605889999999
BC,14,3930,MALU,COR,,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475000004
BC,14,3930,MALU,FUS,,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475000004
BC,14,3930,MALU,SPP,,0.5414072897,0.9601382217,1074.6115577,223,9.3420711475000004
MB,3,101,PICE,MAR,,0.6820509940,0.9146739106,393.98583458000002,1182,3.5263130058000001
MB,3,105,PICE,GLA,,0.5365650291,0.9439164337,529.19418368000004,182,4.2573009331999998
MB,3,203,PINU,BAN,,0.6533078272,0.9390321456,382.57584581999998,1154,3.300201441
MB,3,602,LARI,LAR,,0.5312601035,0.9283378078,450.39668281000002,349,4.4249184128000003
MB,3,1100,GENC,SPP,,0.6820509940,0.9146739106,393.98583458000002,1182,3.5263130058000001
MB,3,1200,POPU,SPP,,0.5148368909,0.9618748231,703.92062662000001,625,2.5198544157999998
MB,3,1201,POPU,TRE,,0.5148368909,0.9618748231,703.92062662000001,625,2.5198544157999998
MB,3,1203,POPU,BAL,,0.5148368909,0.9618748231,703.92062662000001,625,2.5198544157999998
MB,3,1203,POPU,BAL,BAL,0.5148368909,0.9618748231,703.92062662000001,625,2.5198544157999998
MB,3,1206,POPU,GRA,,0.5148368909,0.9618748231,703.92062662000001,625,2.5198544157999998
MB,3,1308,BETU,PAP,NEO,0.7467166727,0.9061964676,326.56587050000002,82,4.1441217914999999
MB,5,101,PICE,MAR,,0.6820509940,0.9146739106,393.98583458000002,1182,3.5263130058000001
MB,5,105,PICE,GLA,,0.5365650291,0.9439164337,529.19418368000004,182,4.2573009331999998
MB,5,203,PINU,BAN,,0.6533078272,0.9390321456,382.57584581999998,1154,3.300201441
MB,5,302,ABIE,BAL,,0.4981236869,0.9559699583,329.11027887,254,2.7456956453000001
MB,5,602,LARI,LAR,,0.5312601035,0.9283378078,450.39668281000002,349,4.4249184128000003
MB,5,1100,GENC,SPP,,0.6820509940,0.9146739106,393.98583458000002,1182,3.5263130058000001
MB,5,1200,POPU,SPP,,0.5148368909,0.9618748231,703.92062662000001,625,2.5198544157999998
MB,5,1201,POPU,TRE,,0.5148368909,0.9618748231,703.92062662000001,625,2.5198544157999998
MB,5,1203,POPU,BAL,,0.5148368909,0.9618748231,703.92062662000001,625,2.5198544157999998
MB,5,1203,POPU,BAL,BAL,0.5148368909,0.9618748231,703.92062662000001,625,2.5198544157999998
MB,5,1206,POPU,GRA,,0.5148368909,0.9618748231,703.92062662000001,625,2.5198544157999998
MB,5,1303,BETU,PAP,,0.7467166727,0.9061964676,326.56587050000002,82,4.1441217914999999
MB,5,1303,BETU,PAP,PAP,0.7467166727,0.9061964676,326.56587050000002,82,4.1441217914999999
MB,5,1308,BETU,PAP,NEO,0.7467166727,0.9061964676,326.56587050000002,82,4.1441217914999999
MB,6,101,PICE,MAR,,0.6820509940,0.9146739106,393.98583458000002,1182,3.5263130058000001
MB,6,105,PICE,GLA,,0.5365650291,0.9439164337,529.19418368000004,182,4.2573009331999998
MB,6,203,PINU,BAN,,0.6533078272,0.9390321456,382.57584581999998,1154,3.300201441
MB,6,209,PINU,RES,,0.4892971598,0.9752135921,386.363291,25,2.5993780438999998
MB,6,211,PINU,SYL,,0.7850945534,0.9052176877,295.00395900000001,2,1.0040447185000001
MB,6,302,ABIE,BAL,,0.4981236869,0.9559699583,329.11027887,254,2.7456956453000001
MB,6,602,LARI,LAR,,0.5312601035,0.9283378078,450.39668281000002,349,4.4249184128000003
MB,6,701,THUJ,OCC,,0.6736991849,0.8436617173,499.73926083999999,108,6.0125053141000002
MB,6,801,JUNI,VIR,,0.6736991849,0.8436617173,499.73926083999999,108,6.0125053141000002
MB,6,1100,GENC,SPP,,0.6820509940,0.9146739106,393.98583458000002,1182,3.5263130058000001
MB,6,1200,POPU,SPP,,0.5148368909,0.9618748231,703.92062662000001,625,2.5198544157999998
MB,6,1201,POPU,TRE,,0.5148368909,0.9618748231,703.92062662000001,625,2.5198544157999998
MB,6,1203,POPU,BAL,,0.6152692242,0.9534581674,256.39075266999998,81,2.5640878686000002
MB,6,1203,POPU,BAL,BAL,0.6152692242,0.9534581674,256.39075266999998,81,2.5640878686000002
MB,6,1205,POPU,DEL,,0.5148368909,0.9618748231,703.92062662000001,625,2.5198544157999998
MB,6,1205,POPU,DEL,DEL,0.5148368909,0.9618748231,703.92062662000001,625,2.5198544157999998
MB,6,1206,POPU,GRA,,0.5148368909,0.9618748231,703.92062662000001,625,2.5198544157999998
MB,6,1303,BETU,PAP,,0.7125274993,0.9202176281,289.66665044000001,76,3.3420194293000001
MB,6,1303,BETU,PAP,PAP,0.7125274993,0.9202176281,289.66665044000001,76,3.3420194293000001
