juris_id,ecozone,canfi_species,genus,species,variety,a,b,k,cap,volm,count,rmse
BC,13,400,TSUG,SPP,,22.4018378140,-0.8658738510,0.9091271540,7.0238589959000004,3462.6745857999999,105,0.038090966499999997
BC,13,402,TSUG,HET,,22.4018378140,-0.8658738510,0.9091271540,7.0238589959000004,3462.6745857999999,105,0.038090966499999997
BC,13,403,TSUG,MER,,23.7420788010,-1.2573194180,1.0184752060,5.3785887365000002,1249.0312171,38,0.1027948444
BC,13,404,TSUG,MER,HET,23.7420788010,-1.2573194180,1.0184752060,5.3785887365000002,1249.0312171,38,0.1027948444
BC,13,500,PSEU,MEN,GLA,41.2735420110,-1.0253849470,0.9236021063,7.7656168101,3057.8851583999999,94,0.092297945899999997
BC,13,500,PSEU,MEN,,41.2735420110,-1.0253849470,0.9236021063,7.7656168101,3057.8851583999999,94,0.092297945899999997
BC,13,500,PSEU,MEN,MEN,41.2735420110,-1.0253849470,0.9236021063,7.7656168101,3057.8851583999999,94,0.092297945899999997
BC,13,500,PSEU,SPP,,41.2735420110,-1.0253849470,0.9236021063,7.7656168101,3057.8851583999999,94,0.092297945899999997
BC,13,600,LARI,SPP,,10.7449890830,-0.4630113300,0.1744027789,4.3921293664999999,795.06432588999996,34,0.16349037990000001
BC,13,602,LARI,LAR,,10.7449890830,-0.4630113300,0.1744027789,4.3921293664999999,795.06432588999996,34,0.16349037990000001
BC,13,603,LARI,OCC,,10.7449890830,-0.4630113300,0.1744027789,4.3921293664999999,795.06432588999996,34,0.16349037990000001
BC,13,604,LARI,LYA,,10.7449890830,-0.4630113300,0.1744027789,4.3921293664999999,795.06432588999996,34,0.16349037990000001
BC,13,700,THUJ,SPP,,14.6888084170,-0.7798005050,0.8627593848,6.2016440103999999,2434.1113986,72,0.1006035576
BC,13,702,THUJ,PLI,,14.6888084170,-0.7798005050,0.8627593848,6.2016440103999999,2434.1113986,72,0.1006035576
BC,13,901,TAXU,BRE,,14.6888084170,-0.7798005050,0.8627593848,6.2016440103999999,2434.1113986,72,0.1006035576
BC,13,1000,CHAM,SPP,,48.2666328560,-1.5086309810,1.0310742095,10,1591.0739639000001,45,0.086006575900000007
BC,13,1001,CHAM,NOO,,48.2666328560,-1.5086309810,1.0310742095,10,1591.0739639000001,45,0.086006575900000007
BC,13,1100,GENC,SPP,,22.4018378140,-0.8658738510,0.9091271540,7.0238589959000004,3462.6745857999999,105,0.038090966499999997
BC,13,1200,POPU,SPP,,59.0234519440,-1.5616779560,1.0062478512,8.3839666389000005,1725.5685811000001,30,0.14317988209999999
BC,13,1201,POPU,TRE,,99.9999999900,-1.4185969470,1.0226349096,1.5294328999,595.90337580999994,12,0.1078943845
BC,13,1203,POPU,BAL,BAL,59.0234519440,-1.5616779560,1.0062478512,8.3839666389000005,1725.5685811000001,30,0.14317988209999999
BC,13,1203,POPU,BAL,,59.0234519440,-1.5616779560,1.0062478512,8.3839666389000005,1725.5685811000001,30,0.14317988209999999
BC,13,1204,POPU,TRI,,59.0234519440,-1.5616779560,1.0062478512,8.3839666389000005,1725.5685811000001,30,0.14317988209999999
BC,13,1300,BETU,SPP,,99.9999999900,-1.0215184530,0.5024481212,1.3050902266,382.79089205000002,5,0.081071417000000007
BC,13,1303,BETU,PAP,,99.9999999900,-1.0215184530,0.5024481212,1.3050902266,382.79089205000002,5,0.081071417000000007
BC,13,1303,BETU,PAP,PAP,99.9999999900,-1.0215184530,0.5024481212,1.3050902266,382.79089205000002,5,0.081071417000000007
BC,13,1305,BETU,ALA,,99.9999999900,-1.0215184530,0.5024481212,1.3050902266,382.79089205000002,5,0.081071417000000007
BC,13,1305,BETU,NEO,,99.9999999900,-1.0215184530,0.5024481212,1.3050902266,382.79089205000002,5,0.081071417000000007
BC,13,1308,BETU,PAP,NEO,99.9999999900,-1.0215184530,0.5024481212,1.3050902266,382.79089205000002,5,0.081071417000000007
BC,13,1314,BETU,OCC,,99.9999999900,-1.0215184530,0.5024481212,1.3050902266,382.79089205000002,5,0.081071417000000007
BC,13,1400,ACER,SPP,,0.9956195229,-0.0000000100,0.0107624303,1.0063819138000001,1286.0246106,5,0.0084926842999999991
BC,13,1403,ACER,MAC,,0.9956195229,-0.0000000100,0.0107624303,1.0063819138000001,1286.0246106,5,0.0084926842999999991
BC,13,1420,ACER,CIR,,0.9956195229,-0.0000000100,0.0107624303,1.0063819138000001,1286.0246106,5,0.0084926842999999991
BC,13,1500,GENH,SPP,,75.2941524310,-1.4024383850,0.9768117188,4.9655371663999999,1074.6115577,34,0.17614278650000001
BC,13,1800,ALNU,SPP,,75.2941524310,-1.4024383850,0.9768117188,4.9655371663999999,1074.6115577,34,0.17614278650000001
BC,13,1802,ALNU,RUB,,75.2941524310,-1.4024383850,0.9768117188,4.9655371663999999,1074.6115577,34,0.17614278650000001
BC,13,2100,QUER,SPP,,0.9956195229,-0.0000000100,0.0107624303,1.0063819138000001,1286.0246106,5,0.0084926842999999991
BC,13,2103,QUER,GAR,,99.9999999900,-1.0215184530,0.5024481212,1.3050902266,382.79089205000002,5,0.081071417000000007
BC,13,2803,PRUN,EMA,,75.2941524310,-1.4024383850,0.9768117188,4.9655371663999999,1074.6115577,34,0.17614278650000001
BC,13,3300,ARBU,MEN,,99.9999999900,-1.0215184530,0.5024481212,1.3050902266,382.79089205000002,5,0.081071417000000007
BC,13,3300,ARBU,SPP,,99.9999999900,-1.0215184530,0.5024481212,1.3050902266,382.79089205000002,5,0.081071417000000007
BC,13,3500,SALI,SPP,,39.1098850280,-1.0961667050,1.0395380127,10,187.50573097,6,0.5531057976
BC,13,3930,MALU,COR,,75.2941524310,-1.4024383850,0.9768117188,4.9655371663999999,1074.6115577,34,0.17614278650000001
BC,13,3930,MALU,FUS,,75.2941524310,-1.4024383850,0.9768117188,4.9655371663999999,1074.6115577,34,0.17614278650000001
BC,13,3930,MALU,SPP,,75.2941524310,-1.4024383850,0.9768117188,4.9655371663999999,1074.6115577,34,0.17614278650000001
BC,14,100,PICE,SPP,,7.2728263861,-0.6546439670,0.8121337609,2.1036684424000001,871.84380139999996,25,0.1115529972
BC,14,101,PICE,MAR,,31.2711915190,-0.8122662340,0.6426474427,10,368.43715359999999,9,0.95532934319999996
BC,14,104,PICE,ENG,,13.4172071890,-0.8527213610,0.8910918640,5.0464802708000001,974.47901941999999,44,0.12777931319999999
BC,14,104,PICE,ENG,GLA,13.4172071890,-0.8527213610,0.8910918640,5.0464802708000001,974.47901941999999,44,0.12777931319999999
BC,14,105,PICE,GLA,,10.8077854980,-0.5717957420,0.5560701851,5.2164493140000001,1105.8162774,43,0.085906283400000005
BC,14,106,PICE,SIT,,10.4028490820,-0.7867490980,0.9363133697,3.8093799437999998,2605.2795371000002,103,0.057727299699999998
BC,14,106,PICE,SIT,X,10.4028490820,-0.7867490980,0.9363133697,3.8093799437999998,2605.2795371000002,103,0.057727299699999998
BC,14,111,PICE,LUT,,10.8077854980,-0.5717957420,0.5560701851,5.2164493140000001,1105.8162774,43,0.085906283400000005
BC,14,111,PICE,LUT,X,10.8077854980,-0.5717957420,0.5560701851,5.2164493140000001,1105.8162774,43,0.085906283400000005
BC,14,200,PINU,SPP,,23.0826766390,-0.9899090860,0.9198969328,3.7487942200000002,1134.2587286,42,0.0270702809
BC,14,201,PINU,MON,,99.9999999900,-1.4079187780,0.8029037443,2.1162233843,754.87387312999999,4,0.10961847869999999
BC,14,203,PINU,BAN,,23.0826766390,-0.9899090860,0.9198969328,3.7487942200000002,1134.2587286,42,0.0270702809
BC,14,204,PINU,CON,LAT,23.0826766390,-0.9899090860,0.9198969328,3.7487942200000002,1134.2587286,42,0.0270702809
BC,14,204,PINU,CON,,23.0826766390,-0.9899090860,0.9198969328,3.7487942200000002,1134.2587286,42,0.0270702809
BC,14,206,PINU,ALB,,99.9999999900,-2.2002394480,1.0079543928,1.0256944164999999,529.17971885999998,7,0.021562278899999999
BC,14,208,PINU,PON,,99.9999999900,-1.9049281070,1.0243772058,2.7774168809000002,831.22503028000006,19,0.085756157099999994
BC,14,213,PINU,FLE,,99.9999999900,-2.2002394480,1.0079543928,1.0256944164999999,529.17971885999998,7,0.021562278899999999
BC,14,300,ABIE,SPP,,19.3060294010,-0.9433222610,0.9239141881,5.5026538654000001,1226.1797435000001,36,0.051897670999999999
BC,14,301,ABIE,AMA,,19.3060294010,-0.9433222610,0.9239141881,5.5026538654000001,1226.1797435000001,36,0.051897670999999999
BC,14,302,ABIE,BAL,,19.3060294010,-0.9433222610,0.9239141881,5.5026538654000001,1226.1797435000001,36,0.051897670999999999
BC,14,303,ABIE,GRA,,19.3060294010,-0.9433222610,0.9239141881,5.5026538654000001,1226.1797435000001,36,0.051897670999999999
BC,14,304,ABIE,LAS,,19.3060294010,-0.9433222610,0.9239141881,5.5026538654000001,1226.1797435000001,36,0.051897670999999999
BC,14,308,ABIE,BIF,,19.3060294010,-0.9433222610,0.9239141881,5.5026538654000001,1226.1797435000001,36,0.051897670999999999
BC,14,400,TSUG,SPP,,16.2325475090,-0.7006292270,0.7040288131,5.9722648521000004,1390.6147969000001,46,0.1567960521
BC,14,402,TSUG,HET,,16.2325475090,-0.7006292270,0.7040288131,5.9722648521000004,1390.6147969000001,46,0.1567960521
BC,14,403,TSUG,MER,,1.1310001898,-0.0106563060,0.0000000100,1.0993929276000001,1047.9683313999999,12,0.1044467862
BC,14,404,TSUG,MER,HET,1.1310001898,-0.0106563060,0.0000000100,1.0993929276000001,1047.9683313999999,12,0.1044467862
BC,14,500,PSEU,MEN,,15.6092502450,-0.9879975070,0.9965617944,3.6532915723000001,1855.6885895,54,0.025871199500000001
BC,14,500,PSEU,MEN,MEN,15.6092502450,-0.9879975070,0.9965617944,3.6532915723000001,1855.6885895,54,0.025871199500000001
BC,14,500,PSEU,MEN,GLA,15.6092502450,-0.9879975070,0.9965617944,3.6532915723000001,1855.6885895,54,0.025871199500000001
BC,14,500,PSEU,SPP,,15.6092502450,-0.9879975070,0.9965617944,3.6532915723000001,1855.6885895,54,0.025871199500000001
BC,14,600,LARI,SPP,,10.7449890830,-0.4630113300,0.1744027789,4.3921293664999999,795.06432588999996,34,0.16349037990000001
BC,14,602,LARI,LAR,,10.7449890830,-0.4630113300,0.1744027789,4.3921293664999999,795.06432588999996,34,0.16349037990000001
BC,14,603,LARI,OCC,,10.7449890830,-0.4630113300,0.1744027789,4.3921293664999999,795.06432588999996,34,0.16349037990000001
BC,14,604,LARI,LYA,,10.7449890830,-0.4630113300,0.1744027789,4.3921293664999999,795.06432588999996,34,0.16349037990000001
BC,14,700,THUJ,SPP,,5.3221578302,-0.4518311700,0.5918221150,4.2982191337,2571.7093279000001,54,0.13197843279999999
BC,14,702,THUJ,PLI,,5.3221578302,-0.4518311700,0.5918221150,4.2982191337,2571.7093279000001,54,0.13197843279999999
BC,14,901,TAXU,BRE,,5.3221578302,-0.4518311700,0.5918221150,4.2982191337,2571.7093279000001,54,0.13197843279999999
BC,14,1000,CHAM,SPP,,48.2666328560,-1.5086309810,1.0310742095,10,1591.0739639000001,45,0.086006575900000007
BC,14,1001,CHAM,NOO,,48.2666328560,-1.5086309810,1.0310742095,10,1591.0739639000001,45,0.086006575900000007
BC,14,1100,GENC,SPP,,10.8077854980,-0.5717957420,0.5560701851,5.2164493140000001,1105.8162774,43,0.085906283400000005
BC,14,1150,UNKN,SPP,,18.9149616650,-0.9575035530,0.9503155003,4.0775273434999999,2473.4432956000001,62,0.015508818799999999
BC,14,1200,POPU,SPP,,27.9607091300,-1.0024305360,0.8642500507,5.1891246078000002,650.5206809,33,0.10826030859999999
BC,14,1201,POPU,TRE,,27.9607091300,-1.0024305360,0.8642500507,5.1891246078000002,650.5206809,33,0.10826030859999999
BC,14,1203,POPU,BAL,,99.9999999900,-1.6481297310,0.9803775984,1.2068610423999999,1197.3464506,14,0.1037818212
BC,14,1203,POPU,BAL,BAL,99.9999999900,-1.6481297310,0.9803775984,1.2068610423999999,1197.3464506,14,0.1037818212
BC,14,1204,POPU,TRI,,99.9999999900,-1.6481297310,0.9803775984,1.2068610423999999,1197.3464506,14,0.1037818212
BC,14,1300,BETU,SPP,,24.2898995890,-0.9674418800,0.8897628270,4.9459915167000004,553.21248691000005,20,0.145878596
BC,14,1303,BETU,PAP,,24.2898995890,-0.9674418800,0.8897628270,4.9459915167000004,553.21248691000005,20,0.145878596
BC,14,1303,BETU,PAP,PAP,24.2898995890,-0.9674418800,0.8897628270,4.9459915167000004,553.21248691000005,20,0.145878596
BC,14,1305,BETU,ALA,,24.2898995890,-0.9674418800,0.8897628270,4.9459915167000004,553.21248691000005,20,0.145878596
BC,14,1305,BETU,NEO,,24.2898995890,-0.9674418800,0.8897628270,4.9459915167000004,553.21248691000005,20,0.145878596
BC,14,1308,BETU,PAP,NEO,24.2898995890,-0.9674418800,0.8897628270,4.9459915167000004,553.21248691000005,20,0.145878596
BC,14,1314,BETU,OCC,,24.2898995890,-0.9674418800,0.8897628270,4.9459915167000004,553.21248691000005,20,0.145878596
BC,14,1400,ACER,SPP,,0.9956195229,-0.0000000100,0.0107624303,1.0063819138000001,1286.0246106,5,0.0084926842999999991
BC,14,1403,ACER,MAC,,0.9956195229,-0.0000000100,0.0107624303,1.0063819138000001,1286.0246106,5,0.0084926842999999991
BC,14,1420,ACER,CIR,,0.9956195229,-0.0000000100,0.0107624303,1.0063819138000001,1286.0246106,5,0.0084926842999999991
BC,14,1500,GENH,SPP,,75.2941524310,-1.4024383850,0.9768117188,4.9655371663999999,1074.6115577,34,0.17614278650000001
BC,14,1800,ALNU,SPP,,75.2941524310,-1.4024383850,0.9768117188,4.9655371663999999,1074.6115577,34,0.17614278650000001
BC,14,1802,ALNU,RUB,,75.2941524310,-1.4024383850,0.9768117188,4.9655371663999999,1074.6115577,34,0.17614278650000001
BC,14,2100,QUER,SPP,,0.9956195229,-0.0000000100,0.0107624303,1.0063819138000001,1286.0246106,5,0.0084926842999999991
BC,14,2803,PRUN,EMA,,75.2941524310,-1.4024383850,0.9768117188,4.9655371663999999,1074.6115577,34,0.17614278650000001
BC,14,3500,SALI,SPP,,39.1098850280,-1.0961667050,1.0395380127,10,187.50573097,6,0.5531057976
BC,14,3930,MALU,COR,,75.2941524310,-1.4024383850,0.9768117188,4.9655371663999999,1074.6115577,34,0.17614278650000001
BC,14,3930,MALU,FUS,,75.2941524310,-1.4024383850,0.9768117188,4.9655371663999999,1074.6115577,34,0.17614278650000001
BC,14,3930,MALU,SPP,,75.2941524310,-1.4024383850,0.9768117188,4.9655371663999999,1074.6115577,34,0.17614278650000001
MB,3,101,PICE,MAR,,5.6263368191,-1.0627009160,0.9915305649,1.8908669225000001,393.98583458000002,19,0.014898444800000001
MB,3,105,PICE,GLA,,1.9409270456,-1.0062984100,1.0014935111,1.3920846505,529.19418368000004,18,0.014937246100000001
MB,3,203,PINU,BAN,,22.9092309870,-1.6168729260,1.0036279029,2.3647759926999998,382.57584581999998,19,0.0093089233000000007
MB,3,602,LARI,LAR,,0.5543341786,-0.2780814380,0.8736516241,1.2577298305,450.39668281000002,22,0.020747691799999999
MB,3,1100,GENC,SPP,,5.6263368191,-1.0627009160,0.9915305649,1.8908669225000001,393.98583458000002,19,0.014898444800000001
MB,3,1200,POPU,SPP,,19.7972126400,-1.5996580950,1.0055261655,2.7498147703,703.92062662000001,21,0.0100938747
MB,3,1201,POPU,TRE,,19.7972126400,-1.5996580950,1.0055261655,2.7498147703,703.92062662000001,21,0.0100938747
MB,3,1203,POPU,BAL,,19.7972126400,-1.5996580950,1.0055261655,2.7498147703,703.92062662000001,21,0.0100938747
MB,3,1203,POPU,BAL,BAL,19.7972126400,-1.5996580950,1.0055261655,2.7498147703,703.92062662000001,21,0.0100938747
MB,3,1206,POPU,GRA,,19.7972126400,-1.5996580950,1.0055261655,2.7498147703,703.92062662000001,21,0.0100938747
MB,3,1308,BETU,PAP,NEO,1.3732991143,-0.6637063220,0.9525954402,1.2175201178999999,326.56587050000002,14,0.026493248899999999
MB,5,101,PICE,MAR,,5.6263368191,-1.0627009160,0.9915305649,1.8908669225000001,393.98583458000002,19,0.014898444800000001
MB,5,105,PICE,GLA,,1.9409270456,-1.0062984100,1.0014935111,1.3920846505,529.19418368000004,18,0.014937246100000001
MB,5,203,PINU,BAN,,22.9092309870,-1.6168729260,1.0036279029,2.3647759926999998,382.57584581999998,19,0.0093089233000000007
MB,5,302,ABIE,BAL,,2.9708520548,-0.9589554960,0.9882181373,1.6749305817,329.11027887,15,0.010586085
MB,5,602,LARI,LAR,,0.5543341786,-0.2780814380,0.8736516241,1.2577298305,450.39668281000002,22,0.020747691799999999
MB,5,1100,GENC,SPP,,5.6263368191,-1.0627009160,0.9915305649,1.8908669225000001,393.98583458000002,19,0.014898444800000001
MB,5,1200,POPU,SPP,,19.7972126400,-1.5996580950,1.0055261655,2.7498147703,703.92062662000001,21,0.0100938747
MB,5,1201,POPU,TRE,,19.7972126400,-1.5996580950,1.0055261655,2.7498147703,703.92062662000001,21,0.0100938747
MB,5,1203,POPU,BAL,,19.7972126400,-1.5996580950,1.0055261655,2.7498147703,703.92062662000001,21,0.0100938747
MB,5,1203,POPU,BAL,BAL,19.7972126400,-1.5996580950,1.0055261655,2.7498147703,703.92062662000001,21,0.0100938747
MB,5,1206,POPU,GRA,,19.7972126400,-1.5996580950,1.0055261655,2.7498147703,703.92062662000001,21,0.0100938747
MB,5,1303,BETU,PAP,,1.3732991143,-0.6637063220,0.9525954402,1.2175201178999999,326.56587050000002,14,0.026493248899999999
MB,5,1303,BETU,PAP,PAP,1.3732991143,-0.6637063220,0.9525954402,1.2175201178999999,326.56587050000002,14,0.026493248899999999
MB,5,1308,BETU,PAP,NEO,1.3732991143,-0.6637063220,0.9525954402,1.2175201178999999,326.56587050000002,14,0.026493248899999999
MB,6,101,PICE,MAR,,5.6263368191,-1.0627009160,0.9915305649,1.8908669225000001,393.98583458000002,19,0.014898444800000001
MB,6,105,PICE,GLA,,1.9409270456,-1.0062984100,1.0014935111,1.3920846505,529.19418368000004,18,0.014937246100000001
MB,6,203,PINU,BAN,,22.9092309870,-1.6168729260,1.0036279029,2.3647759926999998,382.57584581999998,19,0.0093089233000000007
MB,6,209,PINU,RES,,4.0846182971,-1.2179471740,0.9878743780,1.6047630179000001,386.363291,18,0.023283523399999999
MB,6,211,PINU,SYL,,99.9999999900,-2.2752316900,0.9969727854,1.0832101424,295.00395900000001,8,0.0061208145000000002
MB,6,302,ABIE,BAL,,2.9708520548,-0.9589554960,0.9882181373,1.6749305817,329.11027887,15,0.010586085
MB,6,602,LARI,LAR,,0.5543341786,-0.2780814380,0.8736516241,1.2577298305,450.39668281000002,22,0.020747691799999999
MB,6,701,THUJ,OCC,,1.2688694771,-0.0476851170,0.0000000100,1.1772379345999999,499.73926083999999,20,0.025154767200000001
MB,6,801,JUNI,VIR,,1.2688694771,-0.0476851170,0.0000000100,1.1772379345999999,499.73926083999999,20,0.025154767200000001
MB,6,1100,GENC,SPP,,5.6263368191,-1.0627009160,0.9915305649,1.8908669225000001,393.98583458000002,19,0.014898444800000001
MB,6,1200,POPU,SPP,,19.7972126400,-1.5996580950,1.0055261655,2.7498147703,703.92062662000001,21,0.0100938747
MB,6,1201,POPU,TRE,,19.7972126400,-1.5996580950,1.0055261655,2.7498147703,703.92062662000001,21,0.0100938747
MB,6,1203,POPU,BAL,,1.9204255483,-1.2754898350,1.0113930497,1.1853488569999999,256.39075266999998,13,0.0071054865999999996
MB,6,1203,POPU,BAL,BAL,1.9204255483,-1.2754898350,1.0113930497,1.1853488569999999,256.39075266999998,13,0.0071054865999999996
MB,6,1205,POPU,DEL,,19.7972126400,-1.5996580950,1.0055261655,2.7498147703,703.92062662000001,21,0.0100938747
MB,6,1205,POPU,DEL,DEL,19.7972126400,-1.5996580950,1.0055261655,2.7498147703,703.92062662000001,21,0.0100938747
MB,6,1206,POPU,GRA,,19.7972126400,-1.5996580950,1.0055261655,2.7498147703,703.92062662000001,21,0.0100938747
MB,6,1303,BETU,PAP,,1.6621274440,-0.8514229140,0.9853512795,1.3842228161000001,289.66665044000001,12,0.021711377699999999
MB,6,1303,BETU,PAP,PAP,1.6621274440,-0.8514229140,0.9853512795,1.3842228161000001,289.66665044000001,12,0.021711377699999999
MB,6,1308,BETU,PAP,NEO,1.3732991143,-0.6637063220,0.9525954402,1.2175201178999999,326.56587050000002,14,0.026493248899999999
MB,6,1404,ACER,NEG,,8.2092866390,-0.9376040840,0.9441136339,2.1757055542999999,509.08999999999997,24,0.025335703599999999
MB,6,1500,GENH,SPP,,22.6136505760,-1.2739991780,0.9814423067,1.9960006079999999,496.33000000999999,23,0.0134739097
MB,6,2104,QUER,MAC,,3.1677380965,-0.6029833580,0.8667490110,1.5847977340999999,377.19999999999999,18,0.0236285158
MB,6,2201,ULMU,AME,,23.3159296970,-1.4224372200,1.0527662932,2.8975418262999999,145.62,8,0.062752660599999996
MB,6,3400,FRAX,SPP,,1.0740335825,-0.5850568500,0.9510516909,1.2898509653000001,381.68424821000002,17,0.014872621500000001
MB,6,3401,FRAX,AME,,2.3139168742,-0.2803888170,0.3978048210,1.7205033163000001,296.20999999999998,11,0.075180534500000007
MB,6,3402,FRAX,NIG,,11.9745031900,-1.0866214000,0.9528022390,2.5432369860000001,384.37,17,0.018784415200000001
MB,6,3403,FRAX,PEN,,11.9745031900,-1.0866214000,0.9528022390,2.5432369860000001,384.37,17,0.018784415200000001
MB,6,3405,FRAX,PEN,SUB,11.9745031900,-1.0866214000,0.9528022390,2.5432369860000001,384.37,17,0.018784415200000001
MB,6,3405,FRAX,PEN,,11.9745031900,-1.0866214000,0.9528022390,2.5432369860000001,384.37,17,0.018784415200000001
MB,6,3500,SALI,SPP,,33.3278640580,-1.5285181250,1.0510006224,1.9152125892,121.39,7,0.037680852700000003
MB,7,3500,SALI,SPP,,99.9999999900,-1.9030875040,0.9957329090,1.8373273257,153.56999999999999,5,0.070761613099999995
MB,8,3400,FRAX,SPP,,7.1604353641,-1.0299385770,0.9864962713,2.4834655374999999,203.37,9,0.057508486800000001
MB,8,3401,FRAX,AME,,1.2673623728,-0.2107094570,0.5731588242,1.3282761917999999,266.64999999999998,14,0.1055826461
MB,8,3402,FRAX,NIG,,7.1604353641,-1.0299385770,0.9864962713,2.4834655374999999,203.37,9,0.057508486800000001
MB,8,3403,FRAX,PEN,,1.2673623728,-0.2107094570,0.5731588242,1.3282761917999999,266.64999999999998,14,0.1055826461
MB,8,3405,FRAX,PEN,SUB,1.2673623728,-0.2107094570,0.5731588242,1.3282761917999999,266.64999999999998,14,0.1055826461
MB,8,3405,FRAX,PEN,,1.2673623728,-0.2107094570,0.5731588242,1.3282761917999999,266.64999999999998,14,0.1055826461
MB,8,3500,SALI,SPP,,99.9999999900,-1.9030875040,0.9957329090,1.8373273257,153.56999999999999,5,0.070761613099999995
MB,9,101,PICE,MAR,,4.0926496038,-0.8597653490,0.9619004394,2.0753293612000001,427.28065612,21,0.0137161864
MB,9,105,PICE,GLA,,1.9959691097,-0.8851943810,0.9762677877,1.6374338267999999,490.39794533999998,21,0.0131597055
MB,9,203,PINU,BAN,,4.5527717977,-0.9960656830,0.9585865289,2.0357563427000001,331.65961719000001,17,0.0160855245
MB,9,209,PINU,RES,,4.0846182971,-1.2179471740,0.9878743780,1.6047630179000001,386.363291,18,0.023283523399999999
MB,9,302,ABIE,BAL,,22.9452100080,-2.8401416410,1.0595168432,1.3392266935999999,343.51965759000001,15,0.039731606400000001
MB,9,602,LARI,LAR,,0.7586102013,-0.2457168950,0.7844700700,1.3588113368000001,481.98575457999999,21,0.031659308300000001
MB,9,701,THUJ,OCC,,1.2688694771,-0.0476851170,0.0000000100,1.1772379345999999,499.73926083999999,20,0.025154767200000001
MB,9,801,JUNI,VIR,,1.2688694771,-0.0476851170,0.0000000100,1.1772379345999999,499.73926083999999,20,0.025154767200000001
MB,9,1100,GENC,SPP,,4.0926496038,-0.8597653490,0.9619004394,2.0753293612000001,427.28065612,21,0.0137161864
MB,9,1200,POPU,SPP,,18.8889654850,-1.6315355780,1.0008238004,2.2977385236000001,522.74682935999999,25,0.0136111937
MB,9,1201,POPU,TRE,,18.8889654850,-1.6315355780,1.0008238004,2.2977385236000001,522.74682935999999,25,0.0136111937
MB,9,1203,POPU,BAL,,18.8889654850,-1.6315355780,1.0008238004,2.2977385236000001,522.74682935999999,25,0.0136111937
MB,9,1203,POPU,BAL,BAL,18.8889654850,-1.6315355780,1.0008238004,2.2977385236000001,522.74682935999999,25,0.0136111937
MB,9,1205,POPU,DEL,,18.8889654850,-1.6315355780,1.0008238004,2.2977385236000001,522.74682935999999,25,0.0136111937
MB,9,1205,POPU,DEL,DEL,18.8889654850,-1.6315355780,1.0008238004,2.2977385236000001,522.74682935999999,25,0.0136111937
MB,9,1206,POPU,GRA,,18.8889654850,-1.6315355780,1.0008238004,2.2977385236000001,522.74682935999999,25,0.0136111937
MB,9,1303,BETU,PAP,,1.3732991143,-0.6637063220,0.9525954402,1.2175201178999999,326.56587050000002,14,0.026493248899999999
MB,9,1303,BETU,PAP,PAP,1.3732991143,-0.6637063220,0.9525954402,1.2175201178999999,326.56587050000002,14,0.026493248899999999
MB,9,1308,BETU,PAP,NEO,1.3732991143,-0.6637063220,0.9525954402,1.2175201178999999,326.56587050000002,14,0.026493248899999999
MB,9,1404,ACER,NEG,,8.2092866390,-0.9376040840,0.9441136339,2.1757055542999999,509.08999999999997,24,0.025335703599999999
MB,9,1500,GENH,SPP,,22.6136505760,-1.2739991780,0.9814423067,1.9960006079999999,496.33000000999999,23,0.0134739097
MB,9,2104,QUER,MAC,,3.1677380965,-0.6029833580,0.8667490110,1.5847977340999999,377.19999999999999,18,0.0236285158
MB,9,2201,ULMU,AME,,23.3159296970,-1.4224372200,1.0527662932,2.8975418262999999,145.62,8,0.062752660599999996
MB,9,3000,TILI,AME,,8.3241022210,-1.1718914970,1.0002582932,2.2114388001999998,463.33999999999997,18,0.065580297499999995
MB,9,3400,FRAX,SPP,,1.0740335825,-0.5850568500,0.9510516909,1.2898509653000001,381.68424821000002,17,0.014872621500000001
MB,9,3401,FRAX,AME,,2.3139168742,-0.2803888170,0.3978048210,1.7205033163000001,296.20999999999998,11,0.075180534500000007
MB,9,3402,FRAX,NIG,,11.9745031900,-1.0866214000,0.9528022390,2.5432369860000001,384.37,17,0.018784415200000001
MB,9,3403,FRAX,PEN,,11.9745031900,-1.0866214000,0.9528022390,2.5432369860000001,384.37,17,0.018784415200000001
MB,9,3500,SALI,SPP,,22.6136505760,-1.2739991780,0.9814423067,1.9960006079999999,496.33000000999999,23,0.0134739097
MB,10,101,PICE,MAR,,5.6263368191,-1.0627009160,0.9915305649,1.8908669225000001,393.98583458000002,19,0.014898444800000001
MB,10,105,PICE,GLA,,2.2864607708,-1.1395152230,0.9946515202,2.1697076365000001,583.77717115999997,18,0.013688177399999999
MB,10,203,PINU,BAN,,4.5527717977,-0.9960656830,0.9585865289,2.0357563427000001,331.65961719000001,17,0.0160855245
MB,10,209,PINU,RES,,4.0846182971,-1.2179471740,0.9878743780,1.6047630179000001,386.363291,18,0.023283523399999999
MB,10,302,ABIE,BAL,,2.9708520548,-0.9589554960,0.9882181373,1.6749305817,329.11027887,15,0.010586085
MB,10,602,LARI,LAR,,0.5543341786,-0.2780814380,0.8736516241,1.2577298305,450.39668281000002,22,0.020747691799999999
MB,10,701,THUJ,OCC,,1.2688694771,-0.0476851170,0.0000000100,1.1772379345999999,499.73926083999999,20,0.025154767200000001
MB,10,801,JUNI,VIR,,1.2688694771,-0.0476851170,0.0000000100,1.1772379345999999,499.73926083999999,20,0.025154767200000001
